Account ID,Client id,Branch Name,Product Id,Loan Amount,Funded Amount,Funded Amount Inv,Disbursement Date,Loan Status,Repayment Type,Center Id,BranchID
ACC001057,482,FATEHGARH SAHIB,JLG30K,26581,43034,30148,2020-04-04 00:00:00,Default,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001058,65,PALWAL,JLG44K,38033,13138,33844,2016-10-19 00:00:00,Paid Off,Quarterly EMI,20242,PALWAL-20242
ACC001059,717,DHURI,JLG30K,6584,5557,3135,2018-02-20 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001060,257,Mangaldoi,JLG30K,28619,16159,9910,2023-08-20 00:00:00,Default,Quarterly EMI,570241,Mangaldoi-570241
ACC001061,984,FATEHGARH SAHIB,JLG35K,25759,48939,29662,2022-03-07 00:00:00,Active,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001062,962,MUKTSAR,JLG35K,31580,39518,30649,2019-08-17 00:00:00,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC001063,792,BEHROR,JLG46K,3015,18481,16793,2020-12-07 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001064,108,DHURI,JLG35K,23968,28761,13010,2016-09-18 00:00:00,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001065,508,MUKTSAR,JLG40K,32948,44125,32675,2015-11-07 00:00:00,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001066,224,SANGRUR,JLG50K,21286,23846,7154,2017-04-30 00:00:00,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC001067,153,JALANDHAR,JLG30K,13656,37971,3588,2017-02-19 00:00:00,Paid Off,Monthly EMI,160051,JALANDHAR-160051
ACC001068,701,SANGRUR,JLG30K,47214,31428,39904,2020-10-27 00:00:00,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001069,862,DHURI,JLG30K,5748,15564,27974,2018-10-08 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001070,521,DHURI,JLG35K,16836,7854,27875,2021-05-27 00:00:00,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001071,949,DURGAPUR,JLG30K,38957,30974,20540,2021-05-07 00:00:00,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC001072,336,DHURI,JLG35K,19119,5027,27677,2022-01-20 00:00:00,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001073,418,Mathura,JLG30K,4292,49882,34813,2023-08-25 00:00:00,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001074,580,SANGRUR,JLG35K,44480,10863,2750,2022-07-29 00:00:00,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC001075,192,Mathura,JLG35K,26392,45311,6638,2015-05-25 00:00:00,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001076,219,MUKTSAR,JLG30K,19384,41524,12271,2015-12-14 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001077,65,DHURI,JLG50K,2611,47542,31561,2023-09-17 00:00:00,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001078,38,Mathura,JLG39K,19620,31861,9853,2019-05-27 00:00:00,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001079,289,DURGAPUR,JLG30K,43829,4322,28422,2018-04-16 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC001080,272,MODINAGAR,JLG35K,13910,10291,10856,2021-10-30 00:00:00,Fully Paid,Monthly EMI,410521,MODINAGAR-410521
ACC001081,41,DURGAPUR,JLG30K,13486,31341,32889,2017-11-21 00:00:00,Active,Monthly EMI,700013,DURGAPUR-700013
ACC001082,942,DURGAPUR,JLG30K,2569,38001,23791,2021-01-28 00:00:00,Default,Quarterly EMI,700013,DURGAPUR-700013
ACC001083,548,Mangaldoi,JLG30K,34509,34357,4662,2015-08-10 00:00:00,Fully Paid,Quarterly EMI,570241,Mangaldoi-570241
ACC001084,354,DURGAPUR,JLG30K,31746,20517,30969,2022-01-17 00:00:00,Default,Monthly EMI,700013,DURGAPUR-700013
ACC001085,168,CHHATA,JLG30K,38635,29984,16928,2019-08-11 00:00:00,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC001086,839,BILASPUR,JLG35K,13317,27211,26162,2022-10-26 00:00:00,Default,Monthly EMI,240005,BILASPUR-240005
ACC001087,326,FATEHGARH SAHIB,JLG35K,4476,31635,25759,2017-09-25 00:00:00,Fully Paid,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001088,845,UJJAIN,JLG30K,32551,49887,44065,2017-10-17 00:00:00,Paid Off,Monthly EMI,1510002,UJJAIN-1510002
ACC001089,483,GUWAHATI,JLG30K,48695,19160,21124,2021-11-21 00:00:00,Paid Off,Monthly EMI,560090,GUWAHATI-560090
ACC001090,319,MODINAGAR,JLG35K,24884,38208,27574,2018-02-15 00:00:00,Fully Paid,Monthly EMI,410521,MODINAGAR-410521
ACC001091,366,CUTTACK,JLG30K,18858,3861,22773,2016-06-19 00:00:00,Fully Paid,Monthly EMI,630081,CUTTACK-630081
ACC001092,395,KAROND,JLG29K,49642,5331,22305,2020-01-26 00:00:00,Fully Paid,Quarterly EMI,1320004,KAROND-1320004
ACC001093,435,ASANSOL,JLG44K,11593,46445,31922,2022-09-02 00:00:00,Active,Quarterly EMI,690076,ASANSOL-690076
ACC001094,572,BEHROR,JLG30K,3170,40050,33179,2023-12-21 00:00:00,Default,Monthly EMI,30179,BEHROR-30179
ACC001095,229,PAOTA,JLG50K,20906,32374,6489,2019-12-21 00:00:00,Fully Paid,Quarterly EMI,90149,PAOTA-90149
ACC001096,200,DURGAPUR,JLG30K,22104,39644,35394,2020-10-04 00:00:00,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC001097,282,Mathura,JLG35K,23761,45501,25314,2015-11-22 00:00:00,Default,Monthly EMI,910182,Mathura-910182
ACC001098,950,MUKTSAR,JLG30K,48866,35739,33835,2020-07-23 00:00:00,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC001099,983,JORHAT,JLG46K,30562,18062,23033,2015-02-28 00:00:00,Active,Quarterly EMI,850152,JORHAT-850152
ACC001100,933,MUKTSAR,JLG35K,47914,43515,43481,2022-08-15 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001101,498,DHURI,JLG35K,20471,18171,12445,2015-06-13 00:00:00,Default,Quarterly EMI,1030063,DHURI-1030063
ACC001102,902,ASANSOL,JLG30K,26404,3693,27351,2022-03-02 00:00:00,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC001103,613,DHURI,JLG30K,13610,18299,28492,2018-01-05 00:00:00,Default,Quarterly EMI,1030063,DHURI-1030063
ACC001104,562,PATIALA,JLG50K,7409,11749,3503,2022-01-10 00:00:00,Paid Off,Quarterly EMI,100186,PATIALA-100186
ACC001105,802,HABRA,JLG30K,22724,43155,17369,2022-06-23 00:00:00,Fully Paid,Monthly EMI,650051,HABRA-650051
ACC001106,609,DURGAPUR,JLG30K,40033,22817,25933,2020-08-18 00:00:00,Active,Monthly EMI,700013,DURGAPUR-700013
ACC001107,683,CHHATA,JLG35K,10225,37910,42965,2020-07-11 00:00:00,Active,Monthly EMI,910020,CHHATA-910020
ACC001108,373,DURGAPUR,JLG40K,46557,15680,19039,2022-09-04 00:00:00,Default,Monthly EMI,700013,DURGAPUR-700013
ACC001109,137,DHURI,JLG35K,14107,4352,43086,2017-10-03 00:00:00,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001110,116,Bardhaman,JLG50K,3433,16076,28857,2022-09-12 00:00:00,Fully Paid,Monthly EMI,610198,Bardhaman-610198
ACC001111,189,PANIPAT,JLG30K,47125,2780,16808,2022-12-22 00:00:00,Paid Off,Quarterly EMI,60004,PANIPAT-60004
ACC001112,887,BEHROR,JLG35K,38934,30820,17882,2017-11-13 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001113,355,KAROND,JLG35K,39787,32460,14928,2022-03-02 00:00:00,Fully Paid,Monthly EMI,1320004,KAROND-1320004
ACC001114,793,MUKTSAR,JLG40K,39524,4846,14973,2018-11-19 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001115,129,MAWANA,JLG29K,44330,9355,27167,2015-07-29 00:00:00,Paid Off,Monthly EMI,800018,MAWANA-800018
ACC001116,115,SIWAN,JLG30K,6511,6403,2409,2020-06-05 00:00:00,Fully Paid,Monthly EMI,790102,SIWAN-790102
ACC001117,319,BULANDSHAHR,JLG30K,38320,33218,25766,2019-09-16 00:00:00,Fully Paid,Quarterly EMI,10068,BULANDSHAHR-10068
ACC001118,970,PATIALA,JLG30K,36540,26668,33276,2016-12-19 00:00:00,Fully Paid,Monthly EMI,100186,PATIALA-100186
ACC001119,140,MUKTSAR,JLG30K,40095,42005,43514,2016-11-23 00:00:00,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001120,261,SANGRUR,JLG30K,48877,42576,20622,2019-01-01 00:00:00,Default,Quarterly EMI,110159,SANGRUR-110159
ACC001121,238,BUXAR,JLG35K,6990,17703,31161,2023-03-02 00:00:00,Fully Paid,Quarterly EMI,710002,BUXAR-710002
ACC001122,328,BEHROR,JLG30K,42724,38142,29919,2017-11-06 00:00:00,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC001123,379,BEHROR,JLG44K,18931,4094,12152,2019-04-02 00:00:00,Paid Off,Quarterly EMI,30179,BEHROR-30179
ACC001124,899,MUKTSAR,JLG30K,34662,46380,2691,2019-10-25 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001125,565,FATEHGARH SAHIB,JLG35K,32034,15529,13255,2021-12-03 00:00:00,Fully Paid,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC001126,777,DURGAPUR,JLG30K,33108,26794,33582,2018-04-02 00:00:00,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC001127,545,DHURI,JLG50K,14910,12540,33868,2023-07-19 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001128,103,PATIALA,JLG35K,49300,42409,9972,2017-02-25 00:00:00,Active,Quarterly EMI,100186,PATIALA-100186
ACC001129,282,FATEHGARH SAHIB,JLG30K,42250,7489,40041,2023-03-26 00:00:00,Fully Paid,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC001130,989,ASANSOL,JLG30K,13756,17450,20514,2019-02-25 00:00:00,Active,Quarterly EMI,690076,ASANSOL-690076
ACC001131,771,Mangaldoi,JLG30K,23862,24874,13594,2016-09-03 00:00:00,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC001132,319,HAPUR,JLG30K,2378,6845,23147,2021-09-02 00:00:00,Paid Off,Monthly EMI,210563,HAPUR-210563
ACC001133,579,SEHORE,JLG44K,17670,3454,13207,2015-02-07 00:00:00,Paid Off,Quarterly EMI,1440051,SEHORE-1440051
ACC001134,404,KURUKSHETRA,JLG30K,40537,9116,6144,2020-10-13 00:00:00,Fully Paid,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001135,317,BEHROR,JLG35K,24551,37678,26940,2018-07-24 00:00:00,Default,Quarterly EMI,30179,BEHROR-30179
ACC001136,716,BILASPUR,JLG46K,18908,35939,7554,2018-07-31 00:00:00,Fully Paid,Monthly EMI,240005,BILASPUR-240005
ACC001137,419,DHARMANAGAR,JLG30K,16508,16849,32888,2019-06-01 00:00:00,Fully Paid,Quarterly EMI,1230018,DHARMANAGAR-1230018
ACC001138,450,DHARMANAGAR,JLG30K,48005,36245,3622,2017-07-18 00:00:00,Fully Paid,Quarterly EMI,1230018,DHARMANAGAR-1230018
ACC001139,851,SAMRALA,JLG35K,36735,43609,26917,2019-03-08 00:00:00,Fully Paid,Quarterly EMI,130067,SAMRALA-130067
ACC001140,730,SANGRUR,JLG35K,8007,37714,5727,2015-12-21 00:00:00,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC001141,663,DURGAPUR,JLG30K,17329,34518,44835,2015-08-16 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC001142,549,BISWANATH CHARIALI,JLG30K,48805,21950,23705,2018-08-20 00:00:00,Fully Paid,Monthly EMI,740048,BISWANATH CHARIALI-740048
ACC001143,27,MUKTSAR,JLG44K,28102,13777,5505,2019-01-25 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001144,391,Mathura,JLG30K,30546,28206,41746,2018-04-29 00:00:00,Default,Quarterly EMI,910182,Mathura-910182
ACC001145,909,Mathura,JLG45K,34105,20867,19550,2019-12-02 00:00:00,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC001146,656,SANGRUR,JLG30K,36952,39075,2954,2015-04-27 00:00:00,Active,Monthly EMI,110159,SANGRUR-110159
ACC001147,433,SIWAN,JLG30K,22091,9050,10847,2021-01-05 00:00:00,Fully Paid,Monthly EMI,790102,SIWAN-790102
ACC001148,956,Mangaldoi,JLG35K,41134,8667,16210,2015-09-11 00:00:00,Paid Off,Monthly EMI,570241,Mangaldoi-570241
ACC001149,305,MUKTSAR,JLG30K,11589,24079,4661,2018-10-06 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001150,603,BEHROR,JLG35K,47814,40382,7162,2023-08-21 00:00:00,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC001151,498,TEZPUR,JLG35K,9378,37989,26933,2022-06-29 00:00:00,Active,Quarterly EMI,680026,TEZPUR-680026
ACC001152,477,KURUKSHETRA,JLG30K,3688,23183,1504,2017-10-03 00:00:00,Active,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001153,817,Mathura,JLG30K,37950,32902,4973,2022-03-12 00:00:00,Default,Quarterly EMI,910182,Mathura-910182
ACC001154,130,DHURI,JLG35K,30231,46376,27518,2020-07-01 00:00:00,Default,Monthly EMI,1030063,DHURI-1030063
ACC001155,181,SANGRUR,JLG46K,23165,25444,8058,2021-04-08 00:00:00,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC001156,429,DHURI,JLG35K,13506,9092,18218,2017-09-14 00:00:00,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001157,405,JALANDHAR,JLG46K,4082,43211,41140,2023-12-04 00:00:00,Fully Paid,Monthly EMI,160051,JALANDHAR-160051
ACC001158,26,SIVASAGAR,JLG35K,12471,47993,5257,2018-07-07 00:00:00,Paid Off,Quarterly EMI,880038,SIVASAGAR-880038
ACC001159,824,ASANSOL,JLG30K,25161,45519,22830,2018-12-31 00:00:00,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC001160,811,DURGAPUR,JLG30K,31986,22308,10999,2022-03-28 00:00:00,Active,Monthly EMI,700013,DURGAPUR-700013
ACC001161,690,NEEM KA THANA,JLG35K,38917,49352,38883,2022-01-19 00:00:00,Fully Paid,Monthly EMI,80001,NEEM KA THANA-80001
ACC001162,6,BUXAR,JLG35K,37160,17760,30229,2016-07-05 00:00:00,Paid Off,Monthly EMI,710002,BUXAR-710002
ACC001163,86,JALANDHAR,JLG30K,32107,18030,17867,2018-12-07 00:00:00,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC001164,894,ASANSOL,JLG30K,35110,31640,26430,2020-10-21 00:00:00,Fully Paid,Quarterly EMI,690076,ASANSOL-690076
ACC001165,723,Mathura,JLG35K,43469,2841,35523,2019-10-19 00:00:00,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC001166,30,PATIALA,JLG30K,8784,6476,20129,2018-08-11 00:00:00,Fully Paid,Monthly EMI,100186,PATIALA-100186
ACC001167,201,MUKTSAR,JLG35K,6420,3913,24091,2016-08-12 00:00:00,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC001168,3,Mathura,JLG39K,45457,3325,44100,2018-12-11 00:00:00,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001169,10,PAOTA,JLG30K,38587,26802,36770,2021-11-07 00:00:00,Paid Off,Monthly EMI,90149,PAOTA-90149
ACC001170,638,Mathura,JLG35K,47333,37795,17014,2017-08-13 00:00:00,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC001171,856,Mathura,JLG35K,28645,37941,23436,2018-03-18 00:00:00,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001172,961,AGRA,JLG29K,35537,24189,27974,2022-07-11 00:00:00,Paid Off,Monthly EMI,140056,AGRA-140056
ACC001173,487,PATIALA,JLG35K,41723,48131,21904,2022-04-11 00:00:00,Paid Off,Quarterly EMI,100186,PATIALA-100186
ACC001174,598,CHHATA,JLG35K,28467,46272,1888,2019-11-03 00:00:00,Paid Off,Monthly EMI,910020,CHHATA-910020
ACC001175,814,SANGRUR,JLG35K,25712,15365,6335,2022-02-02 00:00:00,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC001176,955,MUKTSAR,JLG29K,10100,5009,16599,2018-01-15 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001177,921,BEHROR,JLG35K,6476,36388,36639,2020-08-09 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001178,501,Mangaldoi,JLG30K,20959,14033,41507,2020-05-12 00:00:00,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC001179,37,SANGRUR,JLG30K,14302,23962,28224,2016-11-10 00:00:00,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001180,992,DHURI,JLG30K,42045,13492,22359,2015-08-31 00:00:00,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001181,636,SANGRUR,JLG35K,42022,20325,14426,2021-12-02 00:00:00,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC001182,817,Mathura,JLG30K,28485,13932,37335,2021-12-24 00:00:00,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC001183,426,BILASPUR,JLG30K,8662,7692,44569,2015-09-07 00:00:00,Active,Quarterly EMI,240005,BILASPUR-240005
ACC001184,150,BUXAR,JLG35K,15068,4099,20581,2016-09-04 00:00:00,Active,Monthly EMI,710002,BUXAR-710002
ACC001185,864,MUKTSAR,JLG30K,25754,43919,32921,2022-10-26 00:00:00,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC001186,747,CHHATA,JLG30K,37456,12403,36536,2016-11-29 00:00:00,Paid Off,Monthly EMI,910020,CHHATA-910020
ACC001187,175,Mangaldoi,JLG30K,10823,32195,25234,2015-01-03 00:00:00,Paid Off,Monthly EMI,570241,Mangaldoi-570241
ACC001188,708,DHURI,JLG30K,26583,30487,21324,2018-03-23 00:00:00,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001189,488,MAWANA,JLG30K,40723,32812,10855,2020-10-27 00:00:00,Default,Monthly EMI,800018,MAWANA-800018
ACC001190,416,JORHAT,JLG30K,34763,25144,20609,2020-05-20 00:00:00,Fully Paid,Monthly EMI,850152,JORHAT-850152
ACC001191,23,TEZPUR,JLG30K,31835,7675,42205,2018-09-25 00:00:00,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC001192,694,DHURI,JLG46K,2880,22575,28014,2016-05-06 00:00:00,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC001193,278,SANGRUR,JLG30K,20303,10348,23000,2019-03-24 00:00:00,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC001194,831,PAOTA,JLG30K,44549,8551,11276,2020-02-11 00:00:00,Paid Off,Quarterly EMI,90149,PAOTA-90149
ACC001195,583,KURUKSHETRA,JLG30K,22465,39431,12142,2020-07-26 00:00:00,Fully Paid,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001196,214,JALANDHAR,JLG35K,20921,7400,10028,2017-11-10 00:00:00,Fully Paid,Monthly EMI,160051,JALANDHAR-160051
ACC001197,584,MUKTSAR,JLG35K,33447,17333,4418,2017-03-07 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC001198,667,SANGRUR,JLG29K,12791,24712,7045,2017-11-11 00:00:00,Active,Monthly EMI,110159,SANGRUR-110159
ACC001199,615,ASANSOL,JLG30K,44505,6518,38260,2017-06-15 00:00:00,Paid Off,Monthly EMI,690076,ASANSOL-690076
ACC001200,489,MUKTSAR,JLG30K,43081,34342,23039,2015-03-10 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001201,785,DHURI,JLG30K,10012,31744,25783,2022-01-06 00:00:00,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC001202,9,BEHROR,JLG30K,38159,43313,23041,2018-09-13 00:00:00,Active,Monthly EMI,30179,BEHROR-30179
ACC001203,720,AGRA,JLG44K,24308,5431,13469,2021-07-31 00:00:00,Default,Quarterly EMI,140056,AGRA-140056
ACC001204,459,MAWANA,JLG35K,29608,13468,4583,2018-03-21 00:00:00,Paid Off,Monthly EMI,800018,MAWANA-800018
ACC001205,993,Mathura,JLG30K,30859,3576,40010,2019-04-15 00:00:00,Paid Off,Monthly EMI,910182,Mathura-910182
ACC001206,370,UJJAIN,JLG30K,18163,5105,18023,2023-05-05 00:00:00,Fully Paid,Quarterly EMI,1510002,UJJAIN-1510002
ACC001207,959,TEZPUR,JLG30K,10242,45413,20271,2015-01-20 00:00:00,Paid Off,Quarterly EMI,680026,TEZPUR-680026
ACC001208,877,DHURI,JLG35K,12180,39739,21574,2016-05-03 00:00:00,Active,Quarterly EMI,1030063,DHURI-1030063
ACC001209,785,DHURI,JLG35K,30569,30330,5411,2023-03-20 00:00:00,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC001210,554,JALANDHAR,JLG30K,27561,26815,30459,2022-12-08 00:00:00,Paid Off,Quarterly EMI,160051,JALANDHAR-160051
ACC001211,510,CHHAPRA,JLG35K,18124,16246,13471,2021-03-19 00:00:00,Active,Monthly EMI,380112,CHHAPRA-380112
ACC001212,617,SANGRUR,JLG35K,3736,26941,31374,2019-12-10 00:00:00,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC001213,330,MAWANA,JLG35K,4020,19806,21634,2022-03-26 00:00:00,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC001214,60,DURGAPUR,JLG35K,37364,4473,22640,2020-05-16 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC001215,606,PAOTA,JLG40K,9687,29288,43758,2021-01-07 00:00:00,Active,Quarterly EMI,90149,PAOTA-90149
ACC001216,2,JAMMU,JLG35K,35954,24800,38649,2023-10-09 00:00:00,Fully Paid,Monthly EMI,720081,JAMMU-720081
ACC001217,474,DHURI,JLG30K,41634,38981,37499,2019-07-15 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001218,494,Mathura,JLG35K,45967,29653,21689,2018-05-28 00:00:00,Active,Quarterly EMI,910182,Mathura-910182
ACC001219,602,HABRA,JLG30K,10790,13629,43151,2023-09-01 00:00:00,Active,Monthly EMI,650051,HABRA-650051
ACC001220,730,CHHATA,JLG30K,31253,32347,13585,2022-04-10 00:00:00,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC001221,40,Mangaldoi,JLG30K,46403,44400,33417,2015-11-05 00:00:00,Paid Off,Monthly EMI,570241,Mangaldoi-570241
ACC001222,22,MUKTSAR,JLG35K,36642,18966,19703,2021-01-07 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001223,834,DHURI,JLG35K,40272,16479,41042,2020-04-10 00:00:00,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC001224,421,BEHROR,JLG30K,16581,8516,8603,2017-05-05 00:00:00,Active,Quarterly EMI,30179,BEHROR-30179
ACC001225,864,BEHROR,JLG35K,4351,12672,17075,2016-03-05 00:00:00,Active,Quarterly EMI,30179,BEHROR-30179
ACC001226,853,FATEHABAD,JLG50K,28523,3137,14535,2018-04-01 00:00:00,Fully Paid,Monthly EMI,670106,FATEHABAD-670106
ACC001227,890,SHAHDOL,JLG30K,36203,8719,31196,2020-12-27 00:00:00,Fully Paid,Monthly EMI,1550006,SHAHDOL-1550006
ACC001228,359,JALANDHAR,JLG35K,9818,15403,4456,2020-10-24 00:00:00,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC001229,685,CHHATA,JLG30K,31084,4952,17800,2016-04-13 00:00:00,Fully Paid,Quarterly EMI,910020,CHHATA-910020
ACC001230,321,DURGAPUR,JLG30K,34184,35847,12617,2016-05-02 00:00:00,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC001231,96,AGRA,JLG30K,11969,46521,25675,2018-01-30 00:00:00,Active,Quarterly EMI,140056,AGRA-140056
ACC001232,896,AGRA,JLG30K,27529,2076,19941,2020-05-31 00:00:00,Fully Paid,Monthly EMI,140056,AGRA-140056
ACC001233,704,HAPUR,JLG29K,39211,13494,11564,2021-07-12 00:00:00,Paid Off,Monthly EMI,210563,HAPUR-210563
ACC001234,83,DHURI,JLG30K,43414,49507,40740,2015-04-20 00:00:00,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC001235,187,CHHATA,JLG30K,37488,38685,32144,2023-11-10 00:00:00,Paid Off,Monthly EMI,910020,CHHATA-910020
ACC001236,969,JORHAT,JLG35K,13646,11306,35764,2023-11-26 00:00:00,Fully Paid,Quarterly EMI,850152,JORHAT-850152
ACC001237,65,SEHORE,JLG30K,32146,49107,17643,2020-10-19 00:00:00,Paid Off,Monthly EMI,1440051,SEHORE-1440051
ACC001238,454,DURGAPUR,JLG30K,27718,43446,30563,2020-06-30 00:00:00,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC001239,211,DHURI,JLG30K,2660,38767,6761,2016-10-29 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC001240,41,AGRA,JLG35K,29328,19257,17588,2020-03-16 00:00:00,Default,Monthly EMI,140056,AGRA-140056
ACC001241,403,MUKTSAR,JLG30K,26052,33109,36876,2017-10-25 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001242,192,MUKTSAR,JLG30K,2258,49238,13580,2015-02-22 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC001243,404,SANGRUR,JLG30K,35544,49017,44067,2016-05-16 00:00:00,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC001244,372,PALWAL,JLG30K,43484,19416,30785,2022-12-24 00:00:00,Paid Off,Monthly EMI,20242,PALWAL-20242
ACC001245,843,DURGAPUR,JLG35K,11767,15579,24690,2015-08-10 00:00:00,Default,Quarterly EMI,700013,DURGAPUR-700013
ACC001246,591,BEHROR,JLG30K,17473,27908,22875,2023-07-04 00:00:00,Active,Monthly EMI,30179,BEHROR-30179
ACC001247,129,BULANDSHAHR,JLG30K,15423,30268,42002,2020-10-20 00:00:00,Fully Paid,Quarterly EMI,10068,BULANDSHAHR-10068
ACC001248,356,BEHROR,JLG30K,27097,39117,20930,2019-02-23 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC001249,412,PATIALA,JLG40K,47254,41480,2751,2023-09-14 00:00:00,Fully Paid,Quarterly EMI,100186,PATIALA-100186
ACC001250,242,KURUKSHETRA,JLG44K,8633,32538,18384,2019-09-10 00:00:00,Active,Quarterly EMI,70364,KURUKSHETRA-70364
ACC001251,730,DHURI,JLG30K,33515,30901,36471,2016-03-04 00:00:00,Default,Quarterly EMI,1030063,DHURI-1030063
ACC001252,512,DURGAPUR,JLG30K,10960,7566,43625,2019-11-10 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC001253,427,HABRA,JLG30K,36072,4752,40611,2015-10-10 00:00:00,Fully Paid,Quarterly EMI,650051,HABRA-650051
ACC001254,340,Mathura,JLG30K,24852,16580,7003,2020-08-13 00:00:00,Fully Paid,Monthly EMI,910182,Mathura-910182
