Account ID,Total Pymnt,Total Pymnt inv,Total Rec Prncp,Total Fees,Total Rrec int,Is Delinquent Loan,Is Default Loan,Delinq 2 Yrs,Repayment Behavior
ACC000803,35000,6789,32709,42.32,366.73,N,N,1,On-Time
ACC000804,47384,26055,45295,43.43,2432.83,N,N,0,On-Time
ACC000805,51384,40425,49245,45.48,3168.87,N,N,2,On-Time
ACC000806,28076,33622,25770,34.35,991.82,Y,N,0,On-Time
ACC000807,36539,29349,35079,31.67,1915.26,N,N,0,On-Time
ACC000808,11135,24551,10350,43.48,2178.01,N,N,2,On-Time
ACC000809,46451,10243,46399,26,3919.72,N,N,2,Very Late
ACC000810,13199,41907,12665,3.99,365.46,Y,N,1,On-Time
ACC000811,41600,30969,41042,17.12,1462.94,N,N,1,On-Time
ACC000812,48420,44479,46269,43.95,3945.23,N,N,1,On-Time
ACC000813,37052,51244,36681,17.62,836.48,Y,N,2,Late
ACC000814,39168,11426,38425,39.81,990.96,N,N,2,On-Time
ACC000815,32465,14409,31564,36.58,923.17,N,N,2,On-Time
ACC000816,50668,6950,48254,42.51,1069.51,N,N,2,On-Time
ACC000817,15517,20299,14574,1.93,2408.03,N,N,0,On-Time
ACC000818,11629,8637,9539,30.01,4050.84,N,N,0,Very Late
ACC000819,24238,39560,22474,38.1,4313.29,N,N,2,Very Late
ACC000820,11349,10348,9791,42.02,733.3,N,N,1,On-Time
ACC000821,37781,12444,38071,47.01,529.26,N,N,1,On-Time
ACC000822,40776,10631,38610,12.95,456.13,N,Y,2,Late
ACC000823,35095,9620,32892,34.16,207.03,Y,N,1,Late
ACC000824,50071,40545,48830,49.91,4281,N,N,1,On-Time
ACC000825,40583,22532,39476,26.63,1393.97,N,N,0,Late
ACC000826,13480,4284,11925,24.8,3864.83,N,N,0,On-Time
ACC000827,2749,36017,2524,9.88,3807.21,N,N,2,On-Time
ACC000828,42066,5787,40147,1.63,1900.19,N,N,2,On-Time
ACC000829,15507,38184,15133,13.68,4588.67,N,N,0,On-Time
ACC000830,34261,34556,33729,44.4,1078.54,N,N,2,On-Time
ACC000831,7174,9504,7131,9.09,4144.48,N,N,0,On-Time
ACC000832,39479,38858,37845,13.19,4077.24,N,N,2,On-Time
ACC000833,26428,48553,24584,5.69,1002.15,N,N,1,Very Late
ACC000834,39860,9434,38692,30.39,1323.01,N,N,2,On-Time
ACC000835,7545,37148,7766,36.74,955.04,N,N,1,On-Time
ACC000836,49953,33688,49655,23.16,4756.46,N,N,1,On-Time
ACC000837,47070,41862,45383,4.56,1988.19,N,N,1,On-Time
ACC000838,4325,51083,4508,32.66,2868.94,N,N,1,Late
ACC000839,17514,3348,16333,43.77,3038.87,N,N,2,On-Time
ACC000840,23410,9366,22324,33.93,4798.39,N,N,1,On-Time
ACC000841,14765,6365,13578,49.83,4319.95,N,N,1,On-Time
ACC000842,18880,6238,17611,20.46,4801.05,N,N,1,On-Time
ACC000843,35680,45256,33895,22.05,4561.25,Y,N,2,Very Late
ACC000844,9894,29520,7809,1.47,4011.49,N,N,1,On-Time
ACC000845,2303,40270,1919,9.19,516.77,N,N,2,On-Time
ACC000846,26916,17208,26456,34.38,1001.69,N,N,2,Late
ACC000847,13605,14599,12830,42.26,1191.74,N,N,2,On-Time
ACC000848,50272,41000,49486,46.73,1052.31,N,Y,0,On-Time
ACC000849,16518,39699,14771,13.93,3018.49,N,N,0,On-Time
ACC000850,28603,38789,27453,20.47,4962.96,Y,N,0,On-Time
ACC000851,38685,40892,38684,29.67,4170.89,N,N,1,Late
ACC000852,24812,41700,23677,34.11,1299.82,N,N,1,On-Time
ACC000853,31055,21125,30547,21.5,1191.9,N,N,2,On-Time
ACC000854,17292,47177,15444,26.71,4142.02,N,N,0,On-Time
ACC000855,26816,23135,26965,21.5,3239.91,N,N,1,On-Time
ACC000856,48725,4621,46453,40.35,3176.2,N,N,0,On-Time
ACC000857,12754,34460,12921,27.06,447.71,N,Y,0,Late
ACC000858,5646,13656,4510,9.84,4886.22,N,N,0,On-Time
ACC000859,40591,5877,39516,26.6,2590.56,N,N,1,On-Time
ACC000860,23024,25212,20951,32.08,3086.66,N,N,2,Late
ACC000861,29550,21052,27303,44.51,2911.4,N,N,1,Late
ACC000862,25504,48223,23945,40.68,1868.38,N,N,0,On-Time
ACC000863,43850,44724,43781,26.77,269.49,N,N,0,On-Time
ACC000864,42354,36722,40447,16.53,787.5,N,N,0,On-Time
ACC000865,5578,29323,3410,18.74,211.87,N,N,1,Very Late
ACC000866,16957,17171,17379,43.57,2392.01,N,N,1,On-Time
ACC000867,28218,46426,27335,24.69,3578.25,N,N,2,On-Time
ACC000868,45631,43945,44107,38.5,865.03,N,N,2,On-Time
ACC000869,7944,10713,7111,19.43,3479.09,N,N,2,On-Time
ACC000870,48905,41605,48622,3.94,2440.11,N,N,0,On-Time
ACC000871,34087,24653,33575,31.57,4605,N,N,1,On-Time
ACC000872,35515,14220,35284,32.32,4310.99,N,Y,0,On-Time
ACC000873,24820,33119,23974,42.16,622.54,N,N,1,Late
ACC000874,13860,17992,13060,11.52,4442.81,N,N,2,Late
ACC000875,14795,35885,14590,11.86,3139.47,Y,N,2,Late
ACC000876,41985,4392,40989,44.86,3746.1,N,N,2,On-Time
ACC000877,49941,46079,47989,4.97,603.94,N,N,1,On-Time
ACC000878,5481,11002,5082,10.78,1764.6,N,N,1,On-Time
ACC000879,42480,6187,42528,37.05,3259.77,N,N,1,On-Time
ACC000880,31132,32856,31358,40.13,3238.97,N,N,2,On-Time
ACC000881,22960,44389,21743,40.11,2252.57,N,N,0,On-Time
ACC000882,8311,23633,7274,20.8,1992.55,N,N,2,On-Time
ACC000883,24549,34805,23303,6.17,1033.18,N,N,1,Late
ACC000884,15580,47150,13645,35.75,3719.11,N,N,1,On-Time
ACC000885,24136,39051,22024,46.19,1260.38,N,N,0,On-Time
ACC000886,31506,47959,30767,23.95,4892.66,N,N,2,Late
ACC000887,48442,20341,48776,46.87,622.92,N,N,2,Very Late
ACC000888,45949,4450,44652,13.73,866.54,N,N,1,On-Time
ACC000889,44485,8850,43387,10.68,2091.23,Y,N,1,On-Time
ACC000890,13443,32825,12472,28.41,319.78,N,N,0,On-Time
ACC000891,18795,46737,17683,46.73,4562.56,N,N,0,Very Late
ACC000892,30088,27744,30136,19.57,1353.62,N,N,0,On-Time
ACC000893,47664,22458,46804,34,4032.14,N,N,2,On-Time
ACC000894,49951,15710,49569,32.96,4783.41,N,N,2,On-Time
ACC000895,10922,29487,10689,36.36,1422.74,N,N,2,On-Time
ACC000896,43037,43100,41339,29.37,551.27,Y,N,1,On-Time
ACC000897,4864,48529,4244,5.44,3267.05,N,N,1,On-Time
ACC000898,6698,33826,5367,46.74,3914.18,N,N,0,On-Time
ACC000899,37621,41613,36764,37.47,2980.04,N,N,1,On-Time
ACC000900,45989,26696,44213,27.78,2107.02,N,N,2,Late
ACC000901,9560,47473,8298,14.51,2576.95,N,N,0,On-Time
ACC000902,33894,11057,31981,43.24,1924.47,N,N,2,On-Time
ACC000903,22743,43229,22158,35.83,1527.67,N,N,0,Very Late
ACC000904,39826,46521,38732,15.77,4834.76,N,N,2,On-Time
ACC000905,13852,3741,11660,14.05,1664.75,N,N,1,Late
ACC000906,25743,18871,24718,36.08,286.9,N,N,2,On-Time
ACC000907,8441,47021,6424,34.84,3066.33,N,N,0,On-Time
ACC000908,31419,31471,30397,38.33,3601.97,N,N,2,On-Time
ACC000909,19279,20656,18243,38.99,3635.3,N,N,1,On-Time
ACC000910,42031,47151,41075,12.09,3274.53,N,N,2,On-Time
ACC000911,46878,10442,45528,48.7,2018.86,N,N,2,On-Time
ACC000912,5019,22525,3184,27.67,1665.88,N,N,1,On-Time
ACC000913,7661,35727,7561,4.21,1304.62,N,N,0,On-Time
ACC000914,32278,42279,30248,14.83,220.15,N,N,0,On-Time
ACC000915,50196,27974,48223,20.81,4499.83,N,N,2,On-Time
ACC000916,19953,6184,19289,41.47,1523.51,N,N,2,On-Time
ACC000917,29558,16561,29191,43.43,1866.82,N,N,0,Late
ACC000918,3851,28148,3227,17.85,3327.55,N,N,0,On-Time
ACC000919,19184,46585,18815,26.64,3809.21,N,N,1,Late
ACC000920,42411,30563,41896,33.49,2830.03,N,N,1,On-Time
ACC000921,37422,25530,35461,8.63,1593.64,N,N,1,On-Time
ACC000922,34369,22692,34339,27,3028.42,N,N,2,On-Time
ACC000923,28104,33894,26040,17.06,4877.1,N,N,0,On-Time
ACC000924,28826,5423,27382,34.98,2467.54,N,N,2,On-Time
ACC000925,22655,38953,22972,0.32,3716.47,N,N,1,Late
ACC000926,40129,25315,40015,22.43,1252.68,N,N,2,On-Time
ACC000927,25431,3372,23717,48.6,637.61,N,N,1,On-Time
ACC000928,37171,49191,35636,13.43,257.32,N,N,1,On-Time
ACC000929,47212,41104,45233,10.94,3365.06,N,N,0,On-Time
ACC000930,25486,31931,23160,47.1,1078.71,N,N,1,On-Time
ACC000931,5005,9975,3962,14.65,174.72,N,N,1,On-Time
ACC000932,29655,29574,29168,47.84,1958,N,Y,0,Late
ACC000933,20613,6089,18794,38.69,4867.55,N,N,1,On-Time
ACC000934,9520,11016,7764,12.99,3087.08,N,N,2,On-Time
ACC000935,5354,16362,3919,9.65,3188.15,Y,N,0,On-Time
ACC000936,26653,16630,25896,12.86,3732.4,N,N,1,On-Time
ACC000937,41331,15997,40751,48,363.06,N,N,0,On-Time
ACC000938,40800,9609,40857,11.44,1403.29,N,N,1,Late
ACC000939,9470,11487,7147,38.62,2696.14,N,N,1,On-Time
ACC000940,9778,18896,8631,10.6,2083.06,N,N,2,On-Time
ACC000941,12899,37984,10985,5.08,3818.38,N,N,0,On-Time
ACC000942,39216,42297,38146,30.34,2288.28,Y,N,2,On-Time
ACC000943,47310,14611,46895,14.33,2084.75,N,N,1,On-Time
ACC000944,28017,3746,25650,48.14,4655.14,N,N,0,On-Time
ACC000945,21299,9208,20858,47.88,341.4,N,N,1,On-Time
ACC000946,35586,28625,34528,32.53,265.95,N,N,1,On-Time
ACC000947,36073,31149,34083,28.64,1075.97,N,N,1,On-Time
ACC000948,46005,25039,44740,45.06,2805.41,N,Y,0,On-Time
ACC000949,46031,26998,44232,21.12,4206.77,N,N,2,Late
ACC000950,42808,39367,42440,5.47,1246.21,Y,N,1,On-Time
ACC000951,38130,45602,36207,35.8,4461.99,N,N,0,Late
ACC000952,11577,12411,11016,17.8,2796.49,N,N,2,Late
ACC000953,41472,7707,41232,3.37,4954.9,N,N,2,On-Time
ACC000954,4169,29425,4206,25.55,1158.95,N,N,0,On-Time
ACC000955,40447,7720,38968,45.51,3380.82,N,N,0,On-Time
ACC000956,40362,30008,38546,35.31,2414.56,N,N,0,On-Time
ACC000957,34110,32514,34398,24.83,2667.78,N,N,0,On-Time
ACC000958,49542,8468,49390,35.16,900.2,N,Y,1,On-Time
ACC000959,40235,3716,40175,48.74,1041.19,N,N,0,On-Time
ACC000960,33017,30175,32184,10.45,3210.13,N,N,1,On-Time
ACC000961,7705,51660,7900,5.37,4888.72,N,N,0,On-Time
ACC000962,50524,40200,48255,26.65,2158.42,N,N,2,On-Time
ACC000963,7881,28743,6135,24.34,3465.9,N,N,2,On-Time
ACC000964,40048,28561,40084,23.03,3070.7,Y,N,0,On-Time
ACC000965,3887,28792,2477,30.59,2627.45,Y,N,1,Late
ACC000966,45636,48847,44308,28.12,2079.86,N,N,0,On-Time
ACC000967,13043,26799,12109,21.53,2241.74,Y,N,0,Very Late
ACC000968,18989,12751,16991,8.32,3849.53,N,N,1,On-Time
ACC000969,39328,39427,37599,11.33,2383.54,N,N,0,On-Time
ACC000970,27157,37439,25280,44.22,1831.18,N,N,0,On-Time
ACC000971,45946,8723,45502,22.18,2192.17,N,N,1,On-Time
ACC000972,20300,45295,20687,32.46,2795.2,N,Y,2,On-Time
ACC000973,34362,41989,33197,34.72,4897.57,N,N,1,Late
ACC000974,34107,30520,33827,8.42,3785.93,N,N,1,On-Time
ACC000975,43456,13502,43185,8.32,4298.29,N,N,2,On-Time
ACC000976,6106,28545,6229,38.5,1062.77,N,N,1,On-Time
ACC000977,21285,20184,20165,39.4,1401.66,N,N,1,On-Time
ACC000978,6716,47280,6729,20.75,4879.36,N,N,1,On-Time
ACC000979,28693,49605,29004,24.49,3041.92,N,N,0,On-Time
ACC000980,31788,46181,30333,18.94,305.58,Y,N,1,On-Time
ACC000981,35868,45913,36066,23.38,1346.53,N,N,1,On-Time
ACC000982,13830,17998,12806,41.7,3528.72,N,N,0,On-Time
ACC000983,26843,15882,25951,31.05,1366.58,N,N,1,On-Time
ACC000984,40295,10077,40325,34.83,4165.01,N,N,1,On-Time
ACC000985,6459,44369,6272,5.41,3144.33,N,N,0,On-Time
ACC000986,23432,36684,22379,42.61,4537.25,N,N,0,On-Time
ACC000987,32958,9066,32454,1.64,196.75,N,N,1,On-Time
ACC000988,28951,38605,28421,29.46,3645.07,N,N,2,On-Time
ACC000989,32255,9309,32044,7.56,317.48,N,N,1,On-Time
ACC000990,5439,4501,5713,42.61,4601.42,N,N,0,On-Time
ACC000991,10707,29460,10103,39.18,4193.32,N,N,0,On-Time
ACC000992,17852,19974,18190,6.43,135.02,N,N,0,On-Time
ACC000993,20487,47107,18697,28.26,4052.66,Y,N,0,On-Time
ACC000994,35093,25122,34063,43.26,4448.88,N,Y,2,Late
ACC000995,30326,49037,27972,24.66,2811.65,N,N,0,On-Time
ACC000996,11656,47809,10830,30.28,120.82,N,N,2,On-Time
ACC000997,40634,13216,39548,1.99,290.83,N,N,0,Very Late
ACC000998,32875,29252,31286,6.28,218.84,N,N,2,On-Time
ACC000999,4418,16429,2874,45.23,333.7,N,N,0,On-Time
ACC001000,35675,49373,34398,16.84,1746.37,Y,N,1,Very Late
ACC001001,6321,4151,5855,15.74,3515.83,N,N,1,On-Time
ACC001002,35103,22908,33383,30.91,4005.89,N,N,1,Late
ACC001003,19239,6392,18025,47.82,1045.87,N,N,1,Late
ACC001004,34814,29315,32697,1.06,4027.83,N,N,1,On-Time
ACC001005,43837,18130,42569,26.88,3935.69,N,N,0,On-Time
ACC001006,19781,31243,18734,21.61,3603.52,N,Y,0,On-Time
ACC001007,20157,14348,19113,6.52,256.13,N,N,2,On-Time
ACC001008,25727,49778,25372,49.74,1248.96,N,N,1,Very Late
ACC001009,27401,47789,26623,0.66,4962.78,N,N,1,On-Time
ACC001010,39088,25451,37357,46.52,2093.93,N,N,2,Late
ACC001011,19689,15355,18341,13.98,4120.01,N,N,1,On-Time
ACC001012,27729,36569,27134,0.21,2522.83,Y,N,1,On-Time
ACC001013,22758,6659,21484,27.93,1544.37,N,N,2,On-Time
ACC001014,32550,47338,32687,38.73,2690.94,N,N,0,Very Late
ACC001015,7842,36761,6685,27.28,716.9,N,N,2,On-Time
ACC001016,32201,4959,30098,32.08,2329.12,N,N,0,Late
ACC001017,19504,24329,19080,42.24,2858.28,N,N,2,On-Time
ACC001018,36153,25203,34630,24.09,515.69,N,N,2,On-Time
ACC001019,49670,26388,47531,41.54,4876.3,N,N,1,On-Time
ACC001020,40502,44135,40161,14.79,108.08,Y,N,1,On-Time
ACC001021,19932,13001,19188,28.13,399.26,N,N,1,On-Time
ACC001022,34426,49281,32559,12.64,2489.38,N,N,2,On-Time
ACC001023,41674,41808,40979,8.78,1984.74,N,N,1,On-Time
ACC001024,25018,6401,22716,37.39,443.03,N,N,0,Late
ACC001025,43582,14707,43899,48.3,965.41,N,N,0,On-Time
ACC001026,36920,46023,36369,22.26,381.25,N,N,0,On-Time
ACC001027,28447,21291,28509,21.23,695.71,N,N,2,On-Time
ACC001028,4406,28559,2699,17.03,4217.45,N,N,0,Late
ACC001029,21441,5979,20352,7.38,3545.53,N,N,2,On-Time
ACC001030,29379,41264,27626,20.88,4992.66,N,N,2,Very Late
ACC001031,43920,49600,42938,46.09,3995.78,N,N,0,On-Time
ACC001032,16707,8417,15658,8.87,2512.33,N,N,1,On-Time
ACC001033,39931,16322,38530,11.08,1054.73,N,N,2,On-Time
ACC001034,41349,34858,39849,46.71,273.54,Y,N,2,On-Time
ACC001035,47467,9526,46157,16.57,3769.46,N,Y,2,On-Time
ACC001036,34855,14382,34481,45.94,1156.31,Y,N,2,On-Time
ACC001037,5066,29684,4527,1.58,2473.83,N,N,0,On-Time
ACC001038,42575,6327,41964,47.26,240.95,N,N,1,Very Late
ACC001039,38987,36619,37665,38.47,3043.91,N,N,0,On-Time
ACC001040,20922,18566,19481,1.42,488.81,Y,N,1,On-Time
ACC001041,35754,28193,33791,33.47,3842.38,N,N,2,On-Time
ACC001042,15428,43924,13322,44.75,3751.07,N,N,2,Late
ACC001043,35305,40768,34783,24.18,4697.05,N,N,0,Very Late
ACC001044,15225,44027,15256,48.4,1236.02,N,N,0,On-Time
ACC001045,42005,13304,41977,25.73,4725.54,N,N,2,Very Late
ACC001046,12073,39509,11530,34.45,2192.82,N,N,0,Late
ACC001047,21034,33630,20656,29.1,2461.39,N,N,1,On-Time
ACC001048,31821,46420,29917,46.75,1307.92,N,N,0,On-Time
ACC001049,21689,39036,19896,47.47,1538.85,N,N,2,On-Time
ACC001050,14389,20471,13567,2.63,776.94,N,N,1,On-Time
ACC001051,45338,49066,45413,13.28,4623.41,N,N,2,Very Late
ACC001052,7790,15967,6829,27.57,4616.03,Y,N,2,On-Time
ACC001053,19888,41542,20130,43.23,3705.24,N,N,0,On-Time
ACC001054,7131,38109,6797,3.82,2494.64,Y,N,0,On-Time
ACC001055,15389,32093,13428,32.46,4464.46,N,N,2,On-Time
ACC001056,21519,6541,20836,31.44,1933.23,N,N,2,On-Time
ACC001057,28217,44654,26322,48.96,3455.63,N,Y,2,On-Time
ACC001058,37582,13208,37787,1.65,1420.36,N,N,2,On-Time
ACC001059,6366,5680,6130,28.62,3853.68,Y,N,0,On-Time
ACC001060,28710,18024,28341,27.72,1276.09,N,N,2,On-Time
ACC001061,27337,48511,25719,29.91,4022.49,Y,N,1,On-Time
ACC001062,31892,41097,31293,3.76,1812.76,N,N,1,On-Time
ACC001063,4080,19966,2870,37.57,2663.34,N,N,0,On-Time
ACC001064,23814,29132,23497,2.56,237.11,N,N,0,Very Late
ACC001065,33707,46015,32740,16.17,3626.69,Y,N,1,On-Time
ACC001066,21319,24924,21073,8.03,4200.37,N,N,2,Late
ACC001067,14753,39073,13195,20.24,316.23,N,N,1,On-Time
ACC001068,48614,31546,46722,18.1,4957.59,N,N,0,Late
ACC001069,7418,17519,5458,20.2,2577.16,N,N,0,Late
ACC001070,17656,7563,16749,27.73,3526.61,N,N,2,Late
ACC001071,39670,31486,38512,0.96,3411.05,N,N,0,On-Time
ACC001072,18894,5543,18686,11.79,2394.56,N,N,1,Late
ACC001073,6260,50266,4188,45.74,3800.49,N,N,2,On-Time
ACC001074,45671,12370,44198,45.07,417.8,Y,N,2,On-Time
ACC001075,27985,46102,25983,45.52,2716.16,N,N,1,Late
ACC001076,19994,43134,19209,26.42,2270.99,N,N,2,Late
ACC001077,4282,47322,2574,14.97,3199.55,N,N,2,On-Time
ACC001078,19936,31556,19163,11.63,2702.83,N,N,2,On-Time
ACC001079,45224,5088,43735,36.73,3848.36,N,N,0,On-Time
ACC001080,14391,11948,13892,29.44,408.01,N,N,1,On-Time
ACC001081,14237,33237,13337,4.23,4668.47,N,Y,2,Late
ACC001082,3141,39039,2452,40.96,1478.79,N,N,1,Late
ACC001083,34158,34352,34059,22.17,1007.09,N,Y,1,On-Time
ACC001084,32433,21679,31376,15.65,1705.6,N,N,1,On-Time
ACC001085,40609,30918,38618,19.53,1239.05,N,N,1,On-Time
ACC001086,14382,27877,13244,22.21,1238.22,Y,Y,1,On-Time
ACC001087,6419,32779,3988,29.46,1194.42,Y,Y,0,On-Time
ACC001088,33205,50406,32202,28.41,753.26,N,N,2,Very Late
ACC001089,50671,19301,48648,14.3,1524.77,Y,N,0,On-Time
ACC001090,24678,38600,24438,15.69,375.3,N,N,0,On-Time
ACC001091,19293,4913,18710,42.24,3047.4,N,N,1,On-Time
ACC001092,49855,7058,49330,13.46,4406.63,N,N,2,Late
ACC001093,13264,48079,11198,16.84,767.01,N,N,2,Very Late
ACC001094,3937,39877,2900,31.8,203.43,N,N,0,On-Time
ACC001095,21621,32153,20798,20.98,3536.42,N,N,2,On-Time
ACC001096,23350,39968,22101,4.47,1828.72,N,N,0,On-Time
ACC001097,24969,45216,23424,14.71,1859.67,N,Y,0,On-Time
ACC001098,50386,35455,48619,18.12,4475.47,N,N,0,On-Time
ACC001099,31197,19239,30519,17.8,3144.41,N,N,2,Late
ACC001100,49494,43809,47572,25.95,4112.05,N,N,1,On-Time
ACC001101,22222,20099,20166,10.57,3295.78,N,N,2,On-Time
ACC001102,27921,4649,25935,24.46,4976.33,N,N,2,On-Time
ACC001103,14534,20054,13478,30.26,3075.73,N,N,2,On-Time
ACC001104,8553,12204,6935,22.96,1485.7,N,N,0,Very Late
ACC001105,23341,42753,22516,28.86,1332.66,N,N,2,Late
ACC001106,41997,24425,39680,36.55,2203.69,N,N,1,On-Time
ACC001107,11026,38258,9908,2.61,443.66,N,N,0,On-Time
ACC001108,47113,17344,46452,4.39,3328.23,N,N,1,Very Late
ACC001109,14391,6191,13905,30.83,3018.88,N,N,0,On-Time
ACC001110,4161,16730,3270,45.8,893.6,N,N,0,On-Time
ACC001111,48442,4241,46660,17,2251.6,N,N,1,On-Time
ACC001112,39884,32614,38546,24.82,2482.01,N,N,1,On-Time
ACC001113,40094,33750,39634,44.18,2665.93,N,N,1,On-Time
ACC001114,40311,6437,39378,23.79,3929.04,N,N,2,Very Late
ACC001115,45158,9182,44176,33.68,3679.32,Y,N,0,On-Time
ACC001116,7051,7210,6247,22.22,4422.55,N,N,0,On-Time
ACC001117,39891,33578,37914,3.21,3147.31,N,N,2,On-Time
ACC001118,36208,26205,36173,37.45,4668.67,N,N,1,On-Time
ACC001119,40074,42493,39785,28.57,661.93,N,N,1,On-Time
ACC001120,49855,42639,48577,33.53,825.3,N,N,0,Late
ACC001121,7325,18975,6930,30.89,1494.34,N,N,2,Late
ACC001122,42863,37876,42364,0.7,297.95,N,N,2,On-Time
ACC001123,20369,5397,18615,36.93,551.81,N,N,2,On-Time
ACC001124,35929,48261,34365,49.14,3452.42,N,N,1,On-Time
ACC001125,32431,17465,31568,14.65,1069.09,N,N,2,Late
ACC001126,33412,27232,32649,40.79,773.48,N,N,1,On-Time
ACC001127,15401,12360,14530,25.71,3367,N,N,1,Late
ACC001128,49639,42693,48941,32.86,1420.07,N,N,1,Late
ACC001129,42937,9327,41859,5.36,2181.52,N,Y,2,On-Time
ACC001130,15490,19178,13409,7.28,353.59,Y,N,2,On-Time
ACC001131,23622,25599,23389,18.98,3159.37,N,N,0,On-Time
ACC001132,2365,8337,1912,28.59,2430.17,N,N,0,On-Time
ACC001133,17931,5277,17649,31.45,1389.99,N,N,0,On-Time
ACC001134,41297,10751,40436,14.27,266.77,N,N,0,On-Time
ACC001135,24270,37499,24299,26.47,2641.4,N,N,2,On-Time
ACC001136,19007,35913,18719,46.27,1592.75,N,N,1,On-Time
ACC001137,16389,17925,16063,22.23,2437.88,Y,N,1,Very Late
ACC001138,49187,36353,47579,41.69,4642.61,N,N,1,On-Time
ACC001139,36909,44291,36510,29.81,2656.3,N,N,0,On-Time
ACC001140,7822,38836,7611,19.76,1232.83,N,N,0,On-Time
ACC001141,19107,36508,16970,16.52,1408.57,Y,N,1,On-Time
ACC001142,50138,23582,48680,5.4,4958.93,N,N,2,On-Time
ACC001143,29620,14577,27683,23.05,3323.88,N,N,1,Very Late
ACC001144,30229,29654,30435,32.06,3341.73,N,N,2,On-Time
ACC001145,35400,22076,33958,25.38,452.21,N,N,0,On-Time
ACC001146,37624,39446,36663,38.86,4480.27,N,N,1,Late
ACC001147,21849,10742,21699,14.14,1983.14,N,N,0,On-Time
ACC001148,41171,10587,41134,1.02,3860.66,N,N,2,On-Time
ACC001149,13551,23687,11141,22.08,908.38,N,N,2,On-Time
ACC001150,49456,40219,47767,1.51,1294.33,N,N,0,On-Time
ACC001151,9507,37647,9330,4.52,4894.71,N,N,1,On-Time
ACC001152,5205,25089,3262,0.86,3559.94,N,N,0,Very Late
ACC001153,39889,33063,37782,37.93,2688.1,N,N,0,Late
ACC001154,29772,47077,30222,20.3,4202.51,N,N,1,On-Time
ACC001155,23850,26617,23101,50,3681.55,N,N,2,On-Time
ACC001156,14613,10179,13274,37.81,3459.3,N,N,2,On-Time
ACC001157,4420,43398,3620,21.01,4627.42,N,N,2,On-Time
ACC001158,13014,49225,12171,46.17,1060.51,N,N,0,On-Time
ACC001159,26702,46115,25131,8.64,2743.1,N,N,0,On-Time
ACC001160,31503,24268,31619,37.99,4599.22,N,N,1,On-Time
ACC001161,38485,49965,38526,22.57,4268.39,N,N,1,On-Time
ACC001162,37774,18130,36883,36.64,2962.93,N,N,0,On-Time
ACC001163,31630,19536,31948,14,3889.27,N,N,2,On-Time
ACC001164,34778,32711,34896,18.78,483.59,N,N,1,On-Time
ACC001165,44471,2763,43216,26.87,2686.26,Y,N,0,On-Time
ACC001166,10230,6482,8676,4.24,302.07,Y,N,1,On-Time
ACC001167,7385,5346,6171,12.32,1762,N,N,2,Late
ACC001168,45620,4650,45092,22.62,1715.34,N,N,0,On-Time
ACC001169,38262,28385,38310,5.69,877.08,N,N,0,Late
ACC001170,47030,38769,47118,1.54,3763.17,N,N,0,On-Time
ACC001171,29233,39562,28173,17.89,2975.11,N,N,2,Very Late
ACC001172,35675,23724,35262,19.65,1629.6,N,N,2,On-Time
ACC001173,41614,50031,41375,18.96,159.76,N,N,0,On-Time
ACC001174,29347,45963,28047,21.12,2648.18,Y,N,0,On-Time
ACC001175,26794,17182,25381,5.2,4822.97,Y,N,2,On-Time
ACC001176,10581,4895,9913,48.59,2754.82,N,N,2,On-Time
ACC001177,8444,38013,6145,17.76,135.47,N,N,0,Late
ACC001178,21658,15597,20555,27.59,3352.77,N,Y,0,On-Time
ACC001179,16106,25263,13861,22.11,4037.27,N,N,0,On-Time
ACC001180,42740,13511,41988,1.61,2377,N,N,1,On-Time
ACC001181,42727,21094,41803,48.61,3735.42,N,Y,1,On-Time
ACC001182,30069,14807,28027,6.65,4902.27,N,N,2,On-Time
ACC001183,9413,8168,8273,8.94,4064.83,Y,N,1,On-Time
ACC001184,14806,5760,14776,29.26,1880.16,N,N,0,On-Time
ACC001185,25946,44355,25617,26.29,2747.29,N,N,2,On-Time
ACC001186,38346,12142,37331,17.88,4089.61,N,Y,0,On-Time
ACC001187,12822,33763,10660,47.51,2379.11,N,N,0,On-Time
ACC001188,27601,31515,26154,3.32,300.77,Y,N,1,On-Time
ACC001189,40275,33224,40311,25.91,819.01,N,N,0,On-Time
ACC001190,35473,26882,34397,17.84,651.9,Y,N,1,On-Time
ACC001191,31475,7787,31712,26.22,1131.88,N,N,1,Late
ACC001192,3138,23846,2858,26.44,4972.84,N,N,2,On-Time
ACC001193,19840,10290,20278,17.73,2855.99,Y,N,0,On-Time
ACC001194,44574,9567,44417,46.38,3943.41,N,N,2,Very Late
ACC001195,24191,41408,22386,24.47,332.82,N,N,1,On-Time
ACC001196,21227,8800,20479,42.58,3497.25,Y,N,2,On-Time
ACC001197,34894,18264,32958,14.81,4408.65,N,N,0,On-Time
ACC001198,12875,26279,12439,2.58,1798.54,N,N,0,On-Time
ACC001199,44464,7236,44119,26.21,3929.11,N,N,1,On-Time
ACC001200,43826,36029,42989,16.39,2942.92,N,N,1,On-Time
ACC001201,10543,31629,9830,41.14,1098.66,N,N,1,Late
ACC001202,39357,43399,37790,34.34,4882.4,N,N,0,On-Time
ACC001203,25360,6060,23860,18.97,3731.82,N,N,2,On-Time
ACC001204,29564,12991,29169,33.61,726.69,N,N,2,On-Time
